id,email,country_code,created_at,_fivetran_synced,_fivetran_deleted
c_0026,customer0026@example.com,mx,2024-10-15 12:29:50,2026-07-28 12:07:50,false
c_0027,customer0027@example.com,nl,2024-10-18 12:29:50,2026-07-28 11:52:50,false
c_0028,customer0028@example.com,SE,2026-05-18 12:29:50,2026-07-28 11:03:50,false
c_0029,customer0029@example.com,it,2025-05-18 12:29:50,2026-07-28 11:02:50,false
c_0030,customer0030@example.com,us,2025-11-20 12:29:50,2026-07-28 11:40:50,false
c_0031,customer0031@example.com,ca,2026-01-14 12:29:50,2026-07-28 11:39:50,false
c_0032,customer0032@example.com,gb,2024-09-26 12:29:50,2026-07-28 11:03:50,false
c_0033,customer0033@example.com,fr,2025-04-02 12:29:50,2026-07-28 11:15:50,false
c_0034,customer0034@example.com,de,2026-03-14 12:29:50,2026-07-28 12:10:50,false
c_0035,customer0035@example.com,ES,2025-02-28 12:29:50,2026-07-28 11:33:50,false
c_0036,customer0036@example.com,mx,2024-05-13 12:29:50,2026-07-28 11:40:50,false
c_0037,customer0037@example.com,nl,2025-07-13 12:29:50,2026-07-28 11:41:50,false
c_0038,customer0038@example.com,se,2024-07-15 12:29:50,2026-07-28 11:59:50,false
c_0039,customer0039@example.com,it,2024-11-15 12:29:50,2026-07-28 12:18:50,false
c_0040,customer0040@example.com,us,2025-10-29 12:29:50,2026-07-28 11:19:50,false
c_0041,customer0041@example.com,ca,2025-03-05 12:29:50,2026-07-28 11:21:50,false
c_0042,customer0042@example.com,GB,2024-09-26 12:29:50,2026-07-28 11:47:50,false
c_0043,customer0043@example.com,fr,2024-02-16 12:29:50,2026-07-28 11:00:50,false
c_0044,customer0044@example.com,de,2025-10-02 12:29:50,2026-07-28 12:11:50,false
c_0045,customer0045@example.com,es,2024-06-04 12:29:50,2026-07-28 11:47:50,false
c_0046,customer0046@example.com,mx,2024-12-25 12:29:50,2026-07-28 11:15:50,false
c_0047,customer0047@example.com,nl,2025-05-19 12:29:50,2026-07-28 12:01:50,false
c_0048,customer0048@example.com,se,2026-04-22 12:29:50,2026-07-28 11:40:50,false
c_0049,customer0049@example.com,IT,2024-08-11 12:29:50,2026-07-28 12:20:50,false
c_0050,customer0050@example.com,us,2024-02-27 12:29:50,2026-07-28 11:11:50,false
c_0051,customer0051@example.com,ca,2025-06-23 12:29:50,2026-07-28 11:54:50,false
c_0052,customer0052@example.com,gb,2024-02-18 12:29:50,2026-07-28 12:20:50,false
c_0053,customer0053@example.com,fr,2025-11-17 12:29:50,2026-07-28 11:26:50,false
c_0054,customer0054@example.com,de,2026-03-25 12:29:50,2026-07-28 11:29:50,false
c_0055,customer0055@example.com,es,2026-03-27 12:29:50,2026-07-28 12:04:50,false
c_0056,customer0056@example.com,MX,2025-03-22 12:29:50,2026-07-28 11:58:50,false
c_0057,customer0057@example.com,nl,2025-04-23 12:29:50,2026-07-28 12:08:50,false
c_0058,customer0058@example.com,se,2025-10-17 12:29:50,2026-07-28 12:06:50,false
c_0059,customer0059@example.com,it,2026-06-08 12:29:50,2026-07-28 11:43:50,false
c_0060,customer0060@example.com,us,2024-02-12 12:29:50,2026-07-28 11:23:50,false
c_0061,customer0061@example.com,ca,2025-01-06 12:29:50,2026-07-28 11:33:50,false
c_0062,customer0062@example.com,gb,2025-06-15 12:29:50,2026-07-28 11:58:50,false
c_0063,customer0063@example.com,FR,2026-03-27 12:29:50,2026-07-28 12:00:50,false
c_0064,customer0064@example.com,de,2026-01-19 12:29:50,2026-07-28 11:46:50,false
c_0065,customer0065@example.com,es,2025-08-19 12:29:50,2026-07-28 11:59:50,false
c_0066,customer0066@example.com,mx,2024-06-25 12:29:50,2026-07-28 11:39:50,false
c_0067,customer0067@example.com,nl,2024-12-22 12:29:50,2026-07-28 12:05:50,false
c_0068,customer0068@example.com,se,2024-12-29 12:29:50,2026-07-28 11:20:50,false
c_0069,customer0069@example.com,it,2026-01-25 12:29:50,2026-07-28 11:06:50,false
c_0070,customer0070@example.com,US,2025-11-16 12:29:50,2026-07-28 11:50:50,false
c_0071,customer0071@example.com,ca,2026-01-17 12:29:50,2026-07-28 11:41:50,false
c_0072,customer0072@example.com,gb,2025-11-05 12:29:50,2026-07-28 11:16:50,false
c_0073,customer0073@example.com,fr,2024-08-12 12:29:50,2026-07-28 12:17:50,false
c_0074,customer0074@example.com,de,2025-05-31 12:29:50,2026-07-28 11:07:50,false
c_0075,customer0075@example.com,es,2024-10-12 12:29:50,2026-07-28 12:04:50,false
c_0076,customer0076@example.com,mx,2025-12-15 12:29:50,2026-07-28 11:53:50,false
c_0077,customer0077@example.com,NL,2024-10-16 12:29:50,2026-07-28 11:39:50,false
c_0078,customer0078@example.com,se,2025-05-09 12:29:50,2026-07-28 11:24:50,false
c_0079,customer0079@example.com,it,2024-09-01 12:29:50,2026-07-28 11:53:50,false
c_0080,customer0080@example.com,us,2025-12-28 12:29:50,2026-07-28 11:41:50,false
c_0081,customer0081@example.com,ca,2025-07-08 12:29:50,2026-07-28 11:41:50,false
c_0082,customer0082@example.com,gb,2025-03-02 12:29:50,2026-07-28 11:33:50,false
c_0083,customer0083@example.com,fr,2025-10-29 12:29:50,2026-07-28 11:48:50,false
c_0084,customer0084@example.com,DE,2026-04-27 12:29:50,2026-07-28 11:51:50,false
c_0085,customer0085@example.com,es,2024-07-07 12:29:50,2026-07-28 11:42:50,false
c_0086,customer0086@example.com,mx,2025-09-08 12:29:50,2026-07-28 11:43:50,false
c_0087,customer0087@example.com,nl,2024-06-02 12:29:50,2026-07-28 11:30:50,false
c_0088,customer0088@example.com,se,2024-12-23 12:29:50,2026-07-28 11:58:50,false
c_0089,customer0089@example.com,it,2025-06-24 12:29:50,2026-07-28 11:12:50,false
c_0090,customer0090@example.com,us,2025-08-24 12:29:50,2026-07-28 11:22:50,false
c_0091,customer0091@example.com,CA,2024-12-19 12:29:50,2026-07-28 12:24:50,false
c_0092,customer0092@example.com,gb,2025-08-10 12:29:50,2026-07-28 11:00:50,false
c_0093,customer0093@example.com,fr,2025-06-26 12:29:50,2026-07-28 11:25:50,false
c_0094,customer0094@example.com,de,2026-06-23 12:29:50,2026-07-28 12:13:50,false
c_0095,customer0095@example.com,es,2026-06-21 12:29:50,2026-07-28 11:21:50,false
c_0096,customer0096@example.com,mx,2025-09-02 12:29:50,2026-07-28 11:58:50,false
c_0097,customer0097@example.com,nl,2025-06-10 12:29:50,2026-07-28 12:08:50,false
c_0098,customer0098@example.com,SE,2024-11-06 12:29:50,2026-07-28 11:10:50,false
c_0099,customer0099@example.com,it,2025-10-25 12:29:50,2026-07-28 11:21:50,false
c_0100,customer0100@example.com,us,2025-05-17 12:29:50,2026-07-28 11:18:50,false
c_0101,customer0101@example.com,ca,2026-03-28 12:29:50,2026-07-28 12:04:50,false
c_0102,customer0102@example.com,gb,2024-08-01 12:29:50,2026-07-28 11:47:50,false
c_0103,customer0103@example.com,fr,2025-11-25 12:29:50,2026-07-28 12:07:50,false
c_0104,customer0104@example.com,de,2024-02-23 12:29:50,2026-07-28 11:30:50,false
c_0105,customer0105@example.com,ES,2025-10-30 12:29:50,2026-07-28 11:24:50,false
c_0106,customer0106@example.com,mx,2025-02-15 12:29:50,2026-07-28 12:13:50,false
c_0107,customer0107@example.com,nl,2026-04-09 12:29:50,2026-07-28 11:15:50,false
c_0108,customer0108@example.com,se,2024-07-12 12:29:50,2026-07-28 12:12:50,false
c_0109,customer0109@example.com,it,2025-12-07 12:29:50,2026-07-28 12:03:50,false
c_0110,customer0110@example.com,us,2024-10-08 12:29:50,2026-07-28 11:29:50,false
c_0111,customer0111@example.com,ca,2024-04-27 12:29:50,2026-07-28 11:58:50,false
c_0112,customer0112@example.com,GB,2025-04-02 12:29:50,2026-07-28 11:17:50,false
c_0113,customer0113@example.com,fr,2025-07-15 12:29:50,2026-07-28 11:14:50,false
c_0114,customer0114@example.com,de,2025-07-25 12:29:50,2026-07-28 11:20:50,false
c_0115,customer0115@example.com,es,2025-04-17 12:29:50,2026-07-28 11:22:50,false
c_0116,customer0116@example.com,mx,2024-10-02 12:29:50,2026-07-28 11:28:50,false
c_0117,customer0117@example.com,nl,2024-09-21 12:29:50,2026-07-28 11:37:50,false
c_0118,customer0118@example.com,se,2026-04-15 12:29:50,2026-07-28 11:47:50,false
c_0119,customer0119@example.com,IT,2026-01-09 12:29:50,2026-07-28 12:03:50,false
c_0120,customer0120@example.com,jp,2026-05-06 12:29:50,2026-07-28 11:36:50,false
c_9999,deleted@example.com,us,2025-06-23 12:29:50,2026-07-28 12:09:50,true
