id,email,country_code,created_at,_fivetran_synced,_fivetran_deleted
c_0058,customer0058@example.com,se,2025-10-24 01:40:57,2026-08-04 01:17:57,false
c_0059,customer0059@example.com,it,2026-06-15 01:40:57,2026-08-04 00:54:57,false
c_0060,customer0060@example.com,us,2024-02-19 01:40:57,2026-08-04 00:34:57,false
c_0061,customer0061@example.com,ca,2025-01-13 01:40:57,2026-08-04 00:44:57,false
c_0062,customer0062@example.com,gb,2025-06-22 01:40:57,2026-08-04 01:09:57,false
c_0063,customer0063@example.com,FR,2026-04-03 01:40:57,2026-08-04 01:11:57,false
c_0064,customer0064@example.com,de,2026-01-26 01:40:57,2026-08-04 00:57:57,false
c_0065,customer0065@example.com,es,2025-08-26 01:40:57,2026-08-04 01:10:57,false
c_0066,customer0066@example.com,mx,2024-07-02 01:40:57,2026-08-04 00:50:57,false
c_0067,customer0067@example.com,nl,2024-12-29 01:40:57,2026-08-04 01:16:57,false
c_0068,customer0068@example.com,se,2025-01-05 01:40:57,2026-08-04 00:31:57,false
c_0069,customer0069@example.com,it,2026-02-01 01:40:57,2026-08-04 00:17:57,false
c_0070,customer0070@example.com,US,2025-11-23 01:40:57,2026-08-04 01:01:57,false
c_0071,customer0071@example.com,ca,2026-01-24 01:40:57,2026-08-04 00:52:57,false
c_0072,customer0072@example.com,gb,2025-11-12 01:40:57,2026-08-04 00:27:57,false
c_0073,customer0073@example.com,fr,2024-08-19 01:40:57,2026-08-04 01:28:57,false
c_0074,customer0074@example.com,de,2025-06-07 01:40:57,2026-08-04 00:18:57,false
c_0075,customer0075@example.com,es,2024-10-19 01:40:57,2026-08-04 01:15:57,false
c_0076,customer0076@example.com,mx,2025-12-22 01:40:57,2026-08-04 01:04:57,false
c_0077,customer0077@example.com,NL,2024-10-23 01:40:57,2026-08-04 00:50:57,false
c_0078,customer0078@example.com,se,2025-05-16 01:40:57,2026-08-04 00:35:57,false
c_0079,customer0079@example.com,it,2024-09-08 01:40:57,2026-08-04 01:04:57,false
c_0080,customer0080@example.com,us,2026-01-04 01:40:57,2026-08-04 00:52:57,false
c_0081,customer0081@example.com,ca,2025-07-15 01:40:57,2026-08-04 00:52:57,false
c_0082,customer0082@example.com,gb,2025-03-09 01:40:57,2026-08-04 00:44:57,false
c_0083,customer0083@example.com,fr,2025-11-05 01:40:57,2026-08-04 00:59:57,false
c_0084,customer0084@example.com,DE,2026-05-04 01:40:57,2026-08-04 01:02:57,false
c_0085,customer0085@example.com,es,2024-07-14 01:40:57,2026-08-04 00:53:57,false
c_0086,customer0086@example.com,mx,2025-09-15 01:40:57,2026-08-04 00:54:57,false
c_0087,customer0087@example.com,nl,2024-06-09 01:40:57,2026-08-04 00:41:57,false
c_0088,customer0088@example.com,se,2024-12-30 01:40:57,2026-08-04 01:09:57,false
c_0089,customer0089@example.com,it,2025-07-01 01:40:57,2026-08-04 00:23:57,false
c_0090,customer0090@example.com,us,2025-08-31 01:40:57,2026-08-04 00:33:57,false
c_0091,customer0091@example.com,CA,2024-12-26 01:40:57,2026-08-04 01:35:57,false
c_0092,customer0092@example.com,gb,2025-08-17 01:40:57,2026-08-04 00:11:57,false
c_0093,customer0093@example.com,fr,2025-07-03 01:40:57,2026-08-04 00:36:57,false
c_0094,customer0094@example.com,de,2026-06-30 01:40:57,2026-08-04 01:24:57,false
c_0095,customer0095@example.com,es,2026-06-28 01:40:57,2026-08-04 00:32:57,false
c_0096,customer0096@example.com,mx,2025-09-09 01:40:57,2026-08-04 01:09:57,false
c_0097,customer0097@example.com,nl,2025-06-17 01:40:57,2026-08-04 01:19:57,false
c_0098,customer0098@example.com,SE,2024-11-13 01:40:57,2026-08-04 00:21:57,false
c_0099,customer0099@example.com,it,2025-11-01 01:40:57,2026-08-04 00:32:57,false
c_0100,customer0100@example.com,us,2025-05-24 01:40:57,2026-08-04 00:29:57,false
c_0101,customer0101@example.com,ca,2026-04-04 01:40:57,2026-08-04 01:15:57,false
c_0102,customer0102@example.com,gb,2024-08-08 01:40:57,2026-08-04 00:58:57,false
c_0103,customer0103@example.com,fr,2025-12-02 01:40:57,2026-08-04 01:18:57,false
c_0104,customer0104@example.com,de,2024-03-01 01:40:57,2026-08-04 00:41:57,false
c_0105,customer0105@example.com,ES,2025-11-06 01:40:57,2026-08-04 00:35:57,false
c_0106,customer0106@example.com,mx,2025-02-22 01:40:57,2026-08-04 01:24:57,false
c_0107,customer0107@example.com,nl,2026-04-16 01:40:57,2026-08-04 00:26:57,false
c_0108,customer0108@example.com,se,2024-07-19 01:40:57,2026-08-04 01:23:57,false
c_0109,customer0109@example.com,it,2025-12-14 01:40:57,2026-08-04 01:14:57,false
c_0110,customer0110@example.com,us,2024-10-15 01:40:57,2026-08-04 00:40:57,false
c_0111,customer0111@example.com,ca,2024-05-04 01:40:57,2026-08-04 01:09:57,false
c_0112,customer0112@example.com,GB,2025-04-09 01:40:57,2026-08-04 00:28:57,false
c_0113,customer0113@example.com,fr,2025-07-22 01:40:57,2026-08-04 00:25:57,false
c_0114,customer0114@example.com,de,2025-08-01 01:40:57,2026-08-04 00:31:57,false
c_0115,customer0115@example.com,es,2025-04-24 01:40:57,2026-08-04 00:33:57,false
c_0116,customer0116@example.com,mx,2024-10-09 01:40:57,2026-08-04 00:39:57,false
c_0117,customer0117@example.com,nl,2024-09-28 01:40:57,2026-08-04 00:48:57,false
c_0118,customer0118@example.com,se,2026-04-22 01:40:57,2026-08-04 00:58:57,false
c_0119,customer0119@example.com,IT,2026-01-16 01:40:57,2026-08-04 01:14:57,false
c_0120,customer0120@example.com,jp,2026-05-13 01:40:57,2026-08-04 00:47:57,false
c_9999,deleted@example.com,us,2025-06-30 01:40:57,2026-08-04 01:20:57,true
